x,y,DIAM
0.5498042797699185,0.6584381537596538,40.17639923095703
0.5492565975680799,0.6504550479247446,40.4373893737793
0.573583716003172,0.7106549915539628,40.3681755065918
0.5753889064338873,0.7096010315322538,41.0413818359375
0.574123869793675,0.7069208863251442,41.08990859985352
0.6123195233961836,1.5686195215213576,24.78355598449707
0.4940876215322254,0.6563721921290586,40.87650680541992
0.4939969083600719,0.6480093096750337,40.90227890014648
0.4972079436548497,0.6451131809426607,40.43144607543945
0.5037443263288246,0.6427864787039299,41.28582000732422
0.508353054964263,0.5992591500794409,43.023067474365234
0.5077209274968411,0.5810683759740751,40.73079299926758
0.5084829025744928,0.5741934039727932,40.43204116821289
0.5080476270755045,0.5741691774132924,40.24872970581055
0.5040615758516411,0.5803196344993635,40.4555778503418
0.5045880969957497,0.5756277624636068,40.68499755859375
0.5025085876504936,0.5732801964902325,40.42409896850586
0.5848765677793357,0.6236159802124894,41.421756744384766
0.5800926004931353,0.6172789724585224,41.713111877441406
0.575046328831669,0.6161281352791863,41.51102828979492
0.5623417626870879,0.4259062701558997,42.25456237792969
0.535038416837385,0.2908859506014272,41.21647644042969
0.5887666647931165,0.4047240486769761,42.07337951660156
0.5886576089164561,0.4075056700937924,42.35588455200195
0.5884309427885417,0.4065965561160016,42.71516799926758
0.5795597970125843,0.6184767559084952,41.91403579711914
0.5785070231295069,0.6182068298544579,42.00699996948242
0.5849074726690235,0.6327572848859533,41.7324104309082
0.5829571989782971,0.6338552130138604,41.40167236328125
0.5832792271888858,0.6301087998568353,41.62541961669922
0.5859819784362525,0.6333531628174751,40.97700881958008
0.5837740705077004,0.6331257306012841,40.73176193237305
0.5856976792617596,0.6374403766696424,40.23271560668945
0.5223615894813343,0.2650830428181701,40.59467315673828
0.523571003854779,0.2683306535372924,41.36834716796875
0.5238869658703222,0.2682463708762466,41.740421295166016
0.5253938639778655,0.2695387396038819,41.98187255859375
0.5422782265237793,0.2840302765121656,42.21795272827149
0.5916410231857394,0.3851742285024482,43.82464599609375
0.5926752425258188,0.3859871021666325,43.57018280029297
0.593778602869951,0.3892897406710585,43.7503776550293
0.5937608397501324,0.3874393793270201,43.77338409423828
0.5918136570749906,0.3857565317390499,43.693355560302734
0.5900894791951881,0.3886778498431917,43.87332534790039
0.5678469587561661,0.5351214879646271,42.5639877319336
0.5684028427396912,0.5322630975951066,42.15664291381836
0.5677604004187573,0.5329770125572182,41.83619689941406
0.5682648362287039,0.5319199635533511,42.56624221801758
0.5692073480599067,0.5309322670460954,42.683589935302734
0.5677615023180949,0.5307160332508616,42.364036560058594
0.5704526151391167,0.5271227116190174,42.5151481628418
0.5602365694539744,0.596772526213333,43.00714111328125
0.5616681518908859,0.5922561119013094,42.36570358276367
0.5923994322408617,0.6607023540206112,41.65384292602539
0.5900305711789287,0.6590780759491413,41.20534896850586
0.5889397187995147,0.6595348175567914,41.51666641235352
0.58734657630012,0.6587986800251624,40.439849853515625
0.5279031564299064,0.6380873087725782,38.980987548828125
0.5131396209827961,0.6279677047141861,39.62561798095703
0.5092805461687702,0.6246145373243763,38.78916549682617
0.5079459450331181,0.6222685575171423,38.83088684082031
0.4981759821930835,0.6017675199118178,40.46241760253906
0.4905083995761594,0.5836066083970568,39.67457962036133
0.4908979528368515,0.5826668659260541,39.4394645690918
0.4644968068864294,0.1289244339526645,39.16956329345703
0.4650911474490844,0.1263825434760486,40.00769805908203
0.4671612086931695,0.1285370303450452,40.31441879272461
0.4666002174672572,0.1330976421411147,41.08434677124024
0.4580794818570928,0.114175334178892,40.69261169433594
0.4596394095945995,0.1122375636067101,41.31324768066406
0.4616055445423312,0.115717035700352,41.61629867553711
0.4626817397864282,0.1178377470435636,41.64862823486328
0.5117430101028992,0.1482670561185122,42.64948272705078
0.5121063417134397,0.1486805520243974,42.54195022583008
0.511403173271421,0.1483734925532553,42.4523811340332
0.5122009670285019,0.1508164106711573,42.78547286987305
0.5123304260796329,0.1519754343934947,42.85513687133789
0.5130107961674693,0.1534773012138321,42.71986389160156
0.4825041925928961,0.1485251224629022,42.02213668823242
0.4831924987184404,0.1517057000909218,42.83419036865234
0.4897547059896465,0.1626302783860174,43.10665512084961
0.5507748766607234,0.3362116200577842,44.68548202514648
0.5518070274282445,0.3399938054038243,44.05768203735352
0.5513350723985262,0.3413774520693451,44.3580436706543
0.5583405362467797,0.3479857669603747,44.30416870117188
0.6062608426487137,0.4641111485479889,44.67544555664063
0.6066796404732855,0.4675091456641329,44.49606323242188
0.6023481831542459,0.4648519042341528,43.98284912109375
0.6021394128265511,0.4735207612986283,44.11056900024414
0.5257083562856169,0.5232547001764098,43.52511215209961
0.5320764471141599,0.5196691954701507,43.04426193237305
0.5368960952425379,0.5194050543869206,43.84867858886719
0.5348442530259612,0.5220035483590628,44.15402221679688
0.5374452878958316,0.5190663979975545,43.65451049804688
0.5481987465252285,0.7347492116827734,36.63462448120117
