ID,PAINTING,total_fixations,areas_of_interest,visits_to_final_area,isolated_fixations,area_duration_min,area_duration_max,area_duration_mean,area_duration_std,min_fixations_per_area,max_fixations_per_area,mean_fixations_per_area,std_fixations_per_area,last_series_duration,last_series_num_fixations,first_is_longest_duration,first_is_most_fixations,last_is_longest_duration,last_is_most_fixations,total_duration_fixations,fixation_duration_min,fixation_duration_max,fixation_duration_mean,fixation_duration_std,min_dilatation,max_dilatation,mean_dilatation,std_dilatation,instance_area_mean_dilatation_min,instance_area_mean_dilatation_max,instance_area_mean_dilatation_mean,instance_area_mean_dilatation_std,dilatation_range_min,dilatation_range_max,dilatation_range_mean,dilatation_range_std,is_max_dilatation_in_first_instance_area,is_max_dilatation_in_last_instance_area,returns_to_initial_area,times_returns_to_initial_area,n_area_changes_before_first_long_area,initial_instance_area_duration_ms,initial_instance_area_n_fixations,vote,RFLabel
147,13,19,2,5,6,4543,14091,9317.0,6751.455546769156,5,14,9.5,6.363961030678928,4543.0,5,False,False,False,False,18634,616,1771,980.7368421052632,433.9428843760257,39.00019454956055,48.97084045410156,44.58818950491717,0.7475505011697366,43.24909782409668,46.088926421271424,44.451630958103536,0.998575163621762,1.1519279479980469,7.242733001708984,4.004515075683594,2.224901232243108,False,False,True,4,1,14091.0,14,26,0.0
166,1,33,2,3,1,14399,21560,17979.5,5063.591660076867,15,18,16.5,2.1213203435596424,14399.0,15,False,False,False,False,35959,616,3157,1089.6666666666667,510.4413327373349,49.70392990112305,55.42180633544922,51.492925166904,0.2930471292843295,50.54851489596896,52.28343123243313,51.4303612080163,0.6444606118371009,0.7472114562988281,4.856365203857422,2.7600639343261704,1.9544869022940712,False,True,True,2,1,14399.0,15,32,0.0
274,9,64,8,7,23,2618,15554,7093.625,4687.602278884163,3,15,8.0,4.535573676110727,8624.0,10,False,False,False,False,56749,616,2156,886.703125,330.11997240481463,34.08687289455552,43.92976483425279,39.53610178944959,2.448264945055171,38.071580912186825,40.842931439365024,39.37302139646365,0.6927420168241389,3.0894498151507293,8.661617709361153,5.89863655725297,1.5534791667357797,False,False,True,1,3,2618.0,3,44,1.0
174,10,30,5,3,10,2233,11704,5990.6,3763.323305271552,3,10,6.0,2.7386127875258306,7161.0,6,False,False,False,False,29953,616,2541,998.4333333333332,518.8945599713068,33.62811279296875,45.06871032714844,40.55771313306829,0.5287259294197216,34.34928851657443,43.768283420138886,40.445382877013216,2.473621321957836,0.7959747314453125,6.084770202636719,2.3304216485274463,1.5720362965806405,False,False,True,6,1,11704.0,10,30,1.0
393,45,34,3,7,11,2772,23100,10780.0,10828.29183204812,3,22,11.333333333333334,9.71253485622231,6468.0,9,False,False,False,False,32340,616,1848,951.1764705882352,320.51062201357604,31.67660903930664,36.7928466796875,34.25489975483368,0.3965853804713627,32.287028789520264,35.524901707967125,34.2176831768294,0.8443641798364506,0.7186012268066406,4.998027801513672,1.6283187866210938,0.9615893503876722,False,False,True,6,2,23100.0,22,16,1.0
393,20,30,2,6,4,13013,16093,14553.0,2177.8888860545662,14,16,15.0,1.4142135623730951,16093.0,16,False,False,False,False,29106,616,2156,970.2,410.7441018948164,29.870555877685547,41.73236846923828,36.515094989391706,0.6006122566186999,33.01252389352856,38.96456187111991,36.51968222268261,1.7544519405369232,0.8493766784667969,6.944011688232422,3.710810748013584,2.116448758676866,False,False,True,5,1,16093.0,16,31,1.0
293,6,53,2,4,1,15708,37653,26680.5,15517.458313138786,17,36,26.5,13.435028842544405,15708.0,17,False,True,False,False,53361,616,3388,1006.811320754717,547.3647025171458,37.37479782104492,52.54202651977539,46.371076450732346,0.5204123026045752,42.71743746412894,50.70535318475021,47.1566014660502,2.700292038755513,2.760875701904297,11.743602752685554,5.855074405670168,3.2728297962880246,True,False,True,3,1,37653.0,36,45,1.0
168,14,42,5,5,7,4620,11627,7438.2,3048.849979910458,5,11,8.4,2.4083189157584592,9548.0,10,False,False,False,False,37191,616,1617,885.5,243.04955331342137,25.205894470214844,30.097436904907227,27.57917726371793,0.3078796146999331,26.6720637614294,28.90591641909345,27.69576262188224,0.6768897232857359,0.4377861022949183,3.049148559570316,1.5155183076858525,0.8176474655366989,False,False,True,4,4,9548.0,10,12,1.0
358,47,51,7,3,15,3157,10164,6534.0,3122.5149052219645,4,11,7.285714285714286,3.251373336211726,3157.0,4,False,False,False,False,45738,616,1694,896.8235294117648,265.3199356160296,21.973512649536133,27.78545379638672,24.76077406306185,0.3518186605654714,22.75003242492676,26.282469371008496,24.67816131546995,0.8160127423299672,0.4712867736816406,3.493396759033203,1.4434012051286371,0.9278873869999628,False,False,True,5,3,9086.0,11,2,0.0
271,14,25,2,7,8,5005,24024,14514.5,13448.463871386948,7,18,12.5,7.7781745930520225,24024.0,18,False,False,True,True,29029,616,4774,1161.16,972.438159130612,49.7464714050293,63.00852966308594,56.90634215925837,0.7274015494698807,53.1121000810103,60.03832793235779,56.50090057913016,1.8978206275472609,1.2195205688476634,10.674381256103516,3.4030359708345874,2.7767944664181687,False,False,True,6,3,24024.0,18,16,0.0
147,15,36,4,6,6,6853,11165,8508.5,1869.7950868120995,7,12,9.0,2.160246899469287,11165.0,12,False,False,False,False,34034,616,2310,945.3888888888888,404.3620215159238,34.58788299560547,48.60400772094727,45.3877042542826,0.5701425318915326,43.13514790459285,46.90357303619385,45.40646669565679,1.249292269817546,0.8396453857421804,14.016124725341804,3.509906993192785,3.050392728546171,False,False,True,5,1,11165.0,12,32,0.0
12,6,46,2,5,1,13706,34342,24024.0,14591.855536565594,11,35,23.0,16.97056274847714,34342.0,35,False,False,False,False,48048,616,2387,1044.5217391304348,474.5633192329056,39.28582763671875,60.267879486083984,50.89957955599329,1.781437130503783,47.451129477491705,54.41725457736424,51.80697278598703,2.5315216308797344,3.671066284179688,16.438522338867188,8.324499766031899,4.279636844082524,False,False,True,4,1,34342.0,35,26,1.0
338,7,26,2,3,1,8008,26180,17094.0,12849.54442772194,10,16,13.0,4.242640687119285,26180.0,16,False,False,False,False,34188,616,6776,1314.923076923077,1557.5976097330638,37.42162322998047,48.702178955078125,43.70888698299525,0.5932004205533606,39.149871516308,45.3353508843316,43.3504968072797,2.283321784748998,1.948577880859375,8.217384338378906,4.428150177001953,2.218331652550109,False,False,True,2,1,8008.0,10,31,1.0
162,21,22,4,3,7,2849,20713,8739.5,8372.016583038203,3,9,5.5,2.6457513110645907,2849.0,4,False,False,False,False,34958,616,7777,1589.0,1613.3371212076745,41.03487014770508,50.18825149536133,45.63978782277295,0.5653852822228839,42.13797124226888,48.662814140319824,45.004750597518886,2.155847246299844,0.7402572631835938,5.888149261474609,2.6981986363728843,1.5970312751949371,False,False,True,2,6,3080.0,3,12,1.0
350,9,44,6,6,16,1771,11627,7648.666666666667,3977.455602098742,2,11,7.333333333333333,3.32665998663324,10857.0,11,False,False,False,False,45892,616,2156,1043.0,401.8075438883414,26.45661354064941,47.012481689453125,39.53589375133101,0.7726146598803939,29.19467155138652,46.45828892634465,39.39959159660587,4.678232300243248,0.8717842102050781,8.58742904663086,3.5756139021653395,2.3369754234311406,False,False,True,4,1,6776.0,8,38,1.0
184,47,41,2,4,2,18557,24640,21598.5,4301.330549957768,17,24,20.5,4.949747468305833,24640.0,24,False,False,True,True,43197,616,3388,1053.5853658536585,632.4881016908444,39.89972686767578,48.04019546508789,45.08311194601894,0.3415894354983648,43.64560920087806,46.267411492427925,44.50258023567583,0.9991119429772668,0.8546905517578125,8.14046859741211,2.702205113002236,2.5016917891654464,False,True,True,3,2,24640.0,24,31,0.0
76,23,42,2,4,2,9856,32109,20982.5,15735.24720174424,12,30,21.0,12.727922061357855,9856.0,12,False,False,False,False,41965,616,3157,999.1666666666666,472.0595206718223,23.94754219055176,33.04090118408203,28.918074723994977,0.4539338850670723,28.0378331453819,30.396365059746635,29.29520323774097,0.777195109661807,0.909719467163086,9.09335899353027,3.856356212071009,2.805867967866846,False,False,True,3,1,9856.0,12,25,1.0
389,4,36,2,7,7,16247,23716,19981.5,5281.380548682323,15,21,18.0,4.242640687119285,23716.0,21,False,True,False,False,39963,616,2310,1110.0833333333333,494.0273777838633,31.789804458618164,44.84456253051758,42.49793871872863,0.4591061834131442,41.0963018368452,43.1927906036377,42.25688545531462,0.7036166526747356,0.3538475036621094,12.08501625061036,2.917363533606896,2.945276766845982,False,False,True,6,1,23716.0,21,18,1.0
346,20,45,6,3,7,2618,23870,8649.666666666666,7741.876792268569,3,16,7.5,4.5934736311423405,23870.0,16,False,False,True,True,51898,616,4158,1153.2888888888888,801.6356750766246,31.15198516845703,49.21012878417969,44.03656967836548,0.4844199730624691,34.06226992607117,48.527580707393895,43.939419740035525,3.8864733853425646,0.49560546875,11.459056854248049,3.32724995083279,2.78522378641753,False,False,True,2,1,6160.0,7,26,1.0
169,13,31,2,6,5,12782,29260,21021.0,11651.70554039193,10,21,15.5,7.7781745930520225,12782.0,10,False,False,False,False,42042,616,9163,1356.1935483870968,1531.5939936191717,33.4882926940918,57.15715408325195,48.803393356072384,2.1032646867997924,45.96729181102055,50.98760157192454,49.25393386821357,1.4840000932859243,0.9158172607421946,19.28846740722656,7.742203712463379,5.014151961867119,False,False,True,5,1,29260.0,21,36,1.0
118,20,62,2,6,2,26180,32109,29144.5,4192.436105655041,26,36,31.0,7.071067811865476,26180.0,26,False,False,False,False,58289,616,2310,940.1451612903226,371.5454144195607,32.608745674994815,51.75083531049852,43.60927955293604,5.468497604365536,40.84970187763811,45.68921930139891,43.28667192188248,1.3097313762917209,9.414740963386016,16.64665601798714,13.65884191732832,2.1265688904950406,False,False,True,5,1,32109.0,36,7,0.0
311,18,20,2,3,1,8855,14091,11473.0,3702.411106292762,7,13,10.0,4.242640687119285,8855.0,7,False,False,True,False,22946,616,2233,1147.3,548.9812670564883,38.07511520385742,48.48643493652344,42.38979088713505,0.7099322798871243,40.61697493280683,45.73682535430532,42.46088804072981,1.9114618732636992,1.4300689697265625,8.921466827392578,4.8685029347737645,2.7450626952239308,True,False,True,2,1,14091.0,13,15,0.0
274,1,53,3,6,3,10010,32340,18146.33333333333,12335.951132090842,8,34,17.666666666666668,14.224392195567912,32340.0,34,False,False,False,False,54439,616,2233,1027.1509433962265,452.2583245917695,34.11604609899798,45.57894342426046,39.50529690694633,2.8691787996446614,38.27137185191373,41.173918198908,39.68251047318081,1.0533700907827657,3.3822919993897926,10.125137195005289,7.217311612304105,1.9062283145708927,False,False,True,5,1,32340.0,34,19,0.0
348,23,18,3,4,4,2849,22869,11652.666666666666,10225.743021088168,2,9,6.0,3.605551275463989,9240.0,7,False,False,False,False,34958,616,7161,1942.111111111111,2003.6639641032004,37.11035919189453,45.882080078125,40.52493019490485,0.7263829207074889,38.43977127075196,43.12286274407499,40.88838806173574,1.875578250054857,1.6556434631347727,5.26055908203125,3.661973953247071,1.242552304808148,False,False,True,3,2,9240.0,7,8,1.0
347,47,54,2,6,4,8855,45045,26950.0,25590.19441114116,12,42,27.0,21.213203435596427,8855.0,12,False,False,False,False,53900,616,4158,998.1481481481482,610.8871497367472,40.98712539672852,47.67770767211914,44.26430548573827,0.3292077689169078,42.44278455014525,46.38012528419495,44.71854631969717,1.2555160929976923,0.3874168395996094,6.011356353759766,2.206184387207028,1.713599799815801,False,False,True,5,1,45045.0,42,31,1.0
232,16,18,2,3,3,4312,19789,12050.5,10943.891652424196,4,14,9.0,7.071067811865476,4312.0,4,False,False,False,False,24101,616,3311,1338.9444444444443,754.5070437610026,16.507095336914062,57.48229598999024,48.66798305040976,3.3199652912322453,46.72271574216011,53.91740437557823,50.57965721142522,3.04488595809914,5.345447540283203,40.589385986328125,14.79967180887858,13.496908875514752,True,False,True,2,1,19789.0,14,26,0.0
76,13,39,4,7,8,5621,16170,9182.25,4789.447454212925,6,16,9.75,4.7871355387816905,8316.0,11,True,True,False,False,36729,616,2233,941.7692307692308,390.4173516917816,31.417543411254883,40.0485725402832,37.20812596818728,0.4305293180015782,33.992660483928645,39.0521071822555,37.58192178150361,1.5140745201790975,0.5157432556152415,4.682268142700195,2.295236945152282,1.320923013599289,False,False,True,0,1,6622.0,6,43,1.0
391,16,47,2,7,3,16709,24717,20713.0,5662.511103741873,21,26,23.5,3.5355339059327378,16709.0,21,False,False,False,False,41426,616,2079,881.4042553191489,271.43408676833405,48.28836441040039,57.16568756103516,53.00372412915389,0.4262047765712882,49.01877174377442,54.92973136901856,52.76806843328966,1.7631879433005513,0.8271141052246094,4.752647399902351,2.7300998142787405,1.202366155900874,False,False,True,6,2,24717.0,26,13,1.0
12,7,51,2,7,5,17941,35266,26603.5,12250.624984056936,17,34,25.5,12.020815280171307,17941.0,17,False,False,False,False,53207,616,2695,1043.2745098039215,520.9466797449187,31.957988739013672,52.32831954956055,44.03059431719499,2.143460573587725,38.47531892353565,49.841788898814805,44.638289478042566,3.3827719927904654,4.393478393554688,14.18496322631836,9.23649651663644,3.3284799243143697,False,True,True,6,2,35266.0,34,43,1.0
168,11,40,4,7,9,5313,17325,9066.75,5582.854011763757,6,20,10.0,6.733003292241386,17325.0,20,False,False,False,False,36267,616,2079,906.675,363.0460440883568,24.47599029541016,33.640045166015625,27.63701983113557,0.4779628917556415,25.254612441496416,28.93184148348295,27.59704877696001,1.0711633187796992,0.5059661865234375,5.894065856933594,2.0409344121029487,1.250188432729721,False,False,True,3,1,6083.0,6,47,1.0
9,21,35,2,6,3,15554,21560,18557.0,4246.883327806405,17,18,17.5,0.7071067811865476,21560.0,18,False,False,False,False,37114,616,4004,1060.4,675.6943792260278,41.57344436645508,45.90151977539063,43.744086005755776,0.2774405795157561,42.247911496595904,44.64892643746876,43.70580335921584,0.7776030253387087,0.6018142700195312,3.472576141357422,1.7880595814098017,1.07450168543057,False,False,True,5,2,21560.0,18,27,1.0
202,7,46,4,6,10,8470,22022,14168.0,6742.081775436031,9,14,11.5,2.0816659994661326,17556.0,12,False,True,False,False,56672,616,7623,1232.0,1248.677398067429,25.40979472528062,36.0491790558211,31.46397626192774,1.684944193666882,28.70527378604683,32.735099170810194,31.24157675199218,1.2775221862238302,1.0190394988996516,7.198131421849354,4.835994210184492,1.858330707379276,False,False,True,1,1,8470.0,9,29,0.0
393,15,29,2,6,6,11627,14938,13282.5,2341.230552508659,11,18,14.5,4.949747468305833,14938.0,18,False,False,False,False,26565,616,1771,916.0344827586208,286.8885401732851,33.271724700927734,39.485626220703125,36.560595462308136,0.4388505141406841,33.79634822498668,38.18493906656901,36.2100466941235,1.3321754632288234,0.5769233703613281,3.626312255859375,1.8223464272238985,1.09194053012707,False,False,True,5,4,14938.0,18,10,0.0
389,15,30,3,6,9,5852,19327,11883.666666666666,6847.518406936438,5,16,10.0,5.5677643628300215,19327.0,16,False,False,False,False,35651,616,3080,1188.3666666666666,511.83318156126455,34.488094329833984,46.50489044189453,41.94778008729823,0.5908223171006816,40.53140153912058,44.98432397842407,42.210465489957215,1.095280101381614,0.6418418884277344,8.314651489257812,2.805090904235839,2.043431032950704,False,False,True,6,4,10472.0,9,29,0.0
245,2,31,2,6,3,8008,27643,17825.5,13884.04164859786,9,22,15.5,9.192388155425116,27643.0,22,False,False,False,False,35651,616,3003,1150.032258064516,555.9433714489854,37.01088333129883,45.83182144165039,40.17839157135269,0.6209300191047612,38.94097489577074,41.4958727725211,40.22598141352002,0.777020792253968,0.6477394104003906,6.337566375732422,3.390952023592861,1.5139600519073844,False,False,True,5,1,27643.0,22,23,0.0
293,11,45,2,6,4,22022,27643,24832.5,3974.647217049584,19,26,22.5,4.949747468305833,27643.0,26,False,False,False,False,49665,616,4158,1103.6666666666667,644.2282204312381,44.62364196777344,58.82409286499024,54.90135113561648,0.5454576960095056,48.95459545359892,57.31313747829861,54.33521090774081,2.4096730264045214,0.4193229675292969,14.200450897216804,4.128515070134943,3.787126180816753,False,False,True,5,1,27643.0,26,35,1.0
27,10,37,2,3,1,16863,28105,22484.0,7949.294434099167,11,26,18.5,10.606601717798211,16863.0,11,False,False,False,False,44968,616,4620,1215.3513513513512,828.746249068643,55.05368741676524,76.05439785812746,67.14833144126415,5.333897722212843,64.89960122450336,68.30752251451713,67.17184313939056,1.3766476260875324,12.642026311672517,19.84298488657108,15.30757701812708,2.4271024581984344,False,False,True,2,1,28105.0,26,33,0.0
119,22,19,3,2,2,4389,9548,7109.666666666667,2591.0623947202303,5,9,6.333333333333333,2.309401076758503,7392.0,5,True,True,False,False,21329,616,2541,1122.578947368421,580.3821840237378,34.338829833263446,42.76071144520567,37.93131870089127,0.5223829748802933,35.48523291960199,40.045628254073705,37.819108709839085,1.7376600156408484,1.4172375813589042,4.981477070691604,3.113198799355248,1.351060070938786,False,False,True,2,1,9548.0,9,30,1.0
391,10,46,3,8,8,8701,22561,14193.666666666666,7363.6051858674045,10,26,15.333333333333334,9.237604307034012,22561.0,26,False,False,False,False,42581,616,4081,925.6739130434784,561.2705845509148,38.404747009277344,54.103553771972656,49.21170038323036,0.5689285939626199,40.6251689725452,53.949318408966064,49.42781901137492,3.4840095421374184,0.2902755737304687,5.679424285888672,2.6607429102847444,1.776675274764481,False,False,True,4,1,8701.0,10,47,1.0
311,10,20,2,4,3,9548,14861,12204.5,3756.858328444127,9,11,10.0,1.4142135623730951,9548.0,9,False,False,False,False,24409,616,3696,1220.45,800.3147061921132,36.91294097900391,48.69572067260742,41.62961137489509,0.6284484422625256,39.156930634469695,43.66354495213015,41.108776738822606,1.4999816266957586,0.960063934326172,10.80475616455078,4.387334551130023,3.7419262785141054,False,True,True,3,3,9548.0,9,34,0.0
100,22,59,2,2,1,6622,55440,31031.0,34519.538843964874,6,53,29.5,33.23401871576773,55440.0,53,False,False,True,True,62062,616,2926,1051.8983050847455,494.61589747152334,38.33856836452377,54.17827140131533,46.66186998780469,2.42644178717294,44.57985945906746,48.64477312100063,46.74618997198877,1.6679719226868144,4.582538777992468,15.839703036791557,8.612256756610561,5.199057683948992,False,True,True,1,2,6622.0,6,18,0.0
8,18,36,2,8,8,15400,18095,16747.5,1905.6527752977456,18,18,18.0,0.0,15400.0,18,False,True,False,False,33495,616,2079,930.4166666666666,367.381885780995,23.151365280151367,30.292016983032227,27.24677048763868,0.574485492441351,25.405875497376496,28.288465874260464,27.17740839874864,0.8308250259267029,0.7152462005615234,4.417253494262688,2.5714136759440103,1.1622672673419314,False,False,True,7,1,15400.0,18,35,0.0
164,7,33,4,2,20,1694,14784,9047.5,5648.008173978977,2,12,8.25,4.349329450233296,1694.0,2,True,True,False,False,36190,616,3465,1096.6666666666667,606.0022002160277,19.156307220458984,41.215087890625,35.24904856141071,1.2767197407146356,31.884916308888226,39.39704608917236,35.474827666060364,1.7963843309067016,1.016887664794922,17.533313751220703,4.550494384765625,3.540730353850437,False,False,True,7,1,14784.0,12,18,1.0
118,47,55,4,10,16,9163,25333,15380.75,7486.938509831639,10,20,13.75,4.5,25333.0,20,False,False,False,False,61523,616,5467,1118.6,737.7927190588806,34.24190833260494,49.89608008262852,42.314999165376776,5.077068096094681,40.92275204190154,43.75443533185451,42.40025674133883,0.6815492636138473,9.60939034314758,12.953135858670803,11.080433615714902,0.9218803302432674,False,False,True,8,2,9163.0,11,38,0.0
333,11,44,3,5,5,4774,32186,14861.0,15071.36088745804,5,30,14.666666666666666,13.428824718989125,7623.0,9,False,False,False,False,44583,616,4697,1013.25,718.1012795382129,32.99776077270508,42.503562927246094,39.77647952249518,0.4186251252657237,36.268141746521,41.7310033051864,39.93443501729186,1.5589695984321472,0.8014030456542969,8.769256591796875,2.349437126746545,2.10156764868986,False,False,True,4,2,32186.0,30,3,0.0
346,4,46,6,4,11,4235,12782,7905.333333333333,2779.973716902134,4,14,7.666666666666667,3.386246693120078,4235.0,4,False,False,False,False,47432,616,2541,1031.1304347826087,497.2921166430877,34.69793701171875,44.8120231628418,41.68479228802964,0.3451609467204418,38.33168363571167,44.203397553542565,41.573775298979136,1.9038898322439823,0.4159202575683594,6.554584503173828,1.91200655982608,1.4314540697498703,False,False,True,2,1,7623.0,8,27,1.0
348,11,26,5,3,12,3542,12012,6637.4,3236.016038279168,2,9,5.2,2.489979919597747,6160.0,5,False,False,False,False,33187,616,2772,1276.423076923077,607.9287572126801,44.21662139892578,52.116455078125,49.04337467944698,0.3434186436745959,46.2557243347168,51.32308223122045,48.99902669074118,1.5299726606791286,0.4791603088378906,3.552925109863281,1.6088346593520224,0.8324841513473695,False,True,True,2,6,6160.0,5,44,0.0
156,10,32,5,2,4,1463,23947,7284.2,9420.879985436604,2,20,6.4,7.700649323271382,2156.0,2,False,False,False,False,36421,616,3311,1138.15625,623.6323415114327,30.97418212890625,41.024200439453125,38.048765728311054,0.5391925686698894,37.39416551589966,39.544541931152345,38.26748250461201,0.6908651820522509,0.962944030761726,10.050018310546877,3.041195678710936,2.7955444617873995,False,False,True,2,1,23947.0,20,9,0.0
118,10,49,3,5,7,8162,27181,18711.0,9678.443624881016,8,22,16.333333333333332,7.371114795831994,20790.0,19,False,True,False,False,56133,616,2618,1145.571428571429,463.2369354157042,33.87974292642709,49.97962334975856,42.04320265344123,4.833260694104888,40.36432151299279,43.32791974058879,41.62422028685098,0.8084236901884544,10.086556210980255,14.90825602103876,11.76224620053722,1.276892524324365,True,False,True,7,1,27181.0,22,35,1.0
218,7,45,2,10,11,16863,41195,29029.0,17205.322199831073,13,32,22.5,13.435028842544405,41195.0,32,False,False,False,False,58058,616,5236,1290.1777777777777,936.0483012228708,31.40327835083008,43.0498275756836,36.16966178594844,2.4050916712780253,34.88751631516676,38.28086770099142,36.24332292988501,0.876715758350891,3.257873535156257,10.138824462890632,6.781068801879881,1.8742040900881791,False,False,True,9,2,16863.0,13,18,0.0
86,10,24,4,3,3,1617,16093,6699.0,6666.913578760915,2,14,6.0,5.477225575051661,16093.0,14,False,False,False,False,26796,616,2233,1116.5,495.9078631113366,42.530670166015625,50.195682525634766,46.69727281960342,0.6012338309012267,43.71486735343933,47.74826130639197,46.44937328520777,1.3699420843564123,0.9169578552246094,5.623603820800781,3.1281757354736337,1.6451229571398864,False,False,True,1,2,1617.0,2,16,0.0
346,9,48,4,3,12,2618,23331,12146.75,10289.492646222488,4,22,12.0,8.906926143924924,2618.0,4,False,False,False,False,48587,616,4851,1012.2291666666666,661.0425756263965,30.61380958557129,46.99541473388672,39.660895155431525,0.5117622006224724,33.71349308707497,45.2546689775255,39.98946869636551,2.921146211516417,0.2431106567382812,9.04463005065918,2.903209599581631,2.583722024960737,False,False,True,7,3,23331.0,22,36,1.0
241,47,33,3,4,10,5929,17864,12166.0,5985.728610620431,8,15,11.0,3.605551275463989,5929.0,8,False,False,False,False,36498,616,2926,1106.0,533.0610307460113,41.166954040527344,51.07673645019531,46.84394708129028,0.4260163857426111,42.66171169281006,50.413015365600586,46.1681246559242,2.213958937435455,0.3078155517578125,7.285041809082031,2.5033950805664054,2.322202110992201,False,False,True,5,2,17864.0,15,29,1.0
162,14,24,3,1,4,770,34573,13860.0,18145.06266178213,1,17,8.0,8.18535277187245,770.0,1,False,False,False,False,41580,616,5852,1732.5,1440.0011473425382,37.031681060791016,47.12842559814453,42.86892101313455,0.5484217429566383,39.3933322058691,44.43323706438199,41.62426814503476,1.7047282421706895,1.0228462219238352,7.050376892089844,2.854070390973773,2.06803230473209,False,False,True,2,1,6237.0,6,38,0.0
345,16,24,2,3,1,3311,23562,13436.5,14319.619425808774,3,21,12.0,12.727922061357855,23562.0,21,False,True,True,False,26873,616,3696,1119.7083333333333,684.947886254172,33.652557373046875,38.97028732299805,35.98868361281963,0.3827017682871751,35.40951259463441,38.044474601745605,36.44404970379979,1.0807705159093834,1.531208038330078,3.556934356689453,2.3672660827636705,0.8317491846160681,False,False,True,2,1,23562.0,21,30,0.0
156,23,31,2,3,1,7546,28182,17864.0,14591.855536565594,7,24,15.5,12.020815280171307,28182.0,24,True,False,False,True,35728,616,4235,1152.516129032258,776.0041181577901,27.5733585357666,35.46847152709961,31.482533557910983,0.7193742302433715,30.692615359735942,34.22769438778912,32.119060379519,1.5105917213350202,2.5052642822265625,7.517232894897461,5.239777374267578,2.458176422549466,False,False,True,2,1,28182.0,24,1,0.0
338,47,49,2,2,0,8162,43813,25987.5,25209.063856081604,11,38,24.5,19.091883092036785,43813.0,38,False,False,False,False,51975,616,3773,1060.7142857142858,666.5181605427817,39.00508499145508,49.5394401550293,44.97098921435818,0.3900820587360315,40.68723410018767,46.33915262483012,44.403326968963015,2.544087435340056,2.7159271240234446,8.312034606933594,5.471632957458498,2.4533764699753533,False,True,True,1,1,8162.0,11,38,1.0
133,15,20,3,4,3,770,35112,12525.333333333334,19566.082319497007,1,17,6.666666666666667,8.9628864398325,35112.0,17,True,False,False,False,37576,616,8701,1878.8,1787.9923937198391,43.86538314819336,54.70826721191406,49.01795073967513,1.1463857075181394,47.07624689737956,50.99186545583457,48.74048098752802,1.3218360613072264,1.7330513000488352,8.48452377319336,5.091724395751953,2.632709686922389,False,True,True,3,1,35112.0,17,44,1.0
388,47,46,2,5,2,9548,32802,21175.0,16443.061089711977,12,34,23.0,15.556349186104043,9548.0,12,False,False,False,False,42350,616,2079,920.6521739130436,411.6141244413431,24.091323852539062,34.247318267822266,30.488541694898764,0.349927027510915,24.848467588424683,31.783566073179244,29.883173449467524,1.9288580758329608,0.9237861633300746,3.74189567565918,2.2023134231567383,1.0585376908242676,False,False,True,4,1,32802.0,34,19,0.0
338,23,51,2,5,3,9779,44121,26950.0,24283.46107950841,10,41,25.5,21.920310216782973,9779.0,10,False,False,False,False,53900,616,7469,1056.862745098039,974.964553604034,29.97542190551757,41.54413604736328,35.61545769994862,0.4608262672029843,34.164781994289825,40.11089159358632,36.44127823363085,2.0670980942268566,1.667400360107422,9.865333557128906,4.490656471252441,2.4059141025355872,False,False,True,4,1,44121.0,41,34,1.0
169,11,37,2,5,1,21791,27027,24409.0,3702.411106292762,14,23,18.5,6.363961030678928,21791.0,14,False,False,False,False,48818,616,3619,1319.4054054054054,753.1673659161562,40.04289627075195,62.09195327758789,51.85914186881401,5.7633761069337215,47.22731256484985,54.5051441322085,51.372926744086485,2.5066942411115742,11.08853530883789,19.804294586181648,15.154596328735352,2.443156529724058,False,False,True,4,1,27027.0,23,37,1.0
89,15,25,2,6,6,7623,22869,15246.0,10780.549985970105,7,18,12.5,7.7781745930520225,22869.0,18,False,False,False,False,30492,616,3619,1219.68,844.5698471214009,49.51287460327149,57.18231964111328,53.49853725539412,0.4265106756179678,51.04419183731079,54.77706789970398,53.07651255845388,1.20328265157004,0.505828857421875,6.112499237060547,2.018661845814097,1.856523714789044,False,False,True,5,3,22869.0,18,33,0.0
174,9,27,3,3,3,5313,16324,9214.333333333334,6166.894058870586,5,16,9.0,6.082762530298219,5313.0,6,True,True,False,False,27643,616,1848,1023.8148148148148,339.5629585938414,35.10610580444336,47.8290901184082,39.67573496022769,0.6779205278324677,36.630303883793374,41.92259777555562,39.0638231568602,1.5366896020731189,0.9173011779785156,9.902427673339844,4.172397613525392,2.967381214043264,False,False,True,2,1,16324.0,16,12,0.0
295,18,38,2,6,3,18711,22715,20713.0,2831.2555518709364,19,19,19.0,0.0,22715.0,19,True,True,False,False,41426,616,2002,1090.157894736842,421.1860682942609,30.663164138793945,49.95725631713867,44.41823526989772,0.6602753718719411,36.168815053943405,48.18851464589437,44.787515835233606,3.735792256090407,0.5642051696777344,13.670486450195304,5.406769665804775,4.589869876119305,False,False,True,5,1,22715.0,19,35,1.0
