File,FixationDurCumulated,Duration,Score
S337_Q7.csv,21098,66297,0.31823461091753774
S244_Q15.csv,6622,20790,0.31851851851851853
S295_Q13.csv,17479,54670,0.31971830985915495
S131_Q11.csv,17864,55825,0.32
S110_Q7.csv,20405,63602,0.32082324455205813
S9_Q20.csv,19712,61292,0.32160804020100503
S28_Q6.csv,18634,57750,0.32266666666666666
S162_Q11.csv,20559,63679,0.32285368802902054
S193_Q9.csv,14784,45661,0.32377740303541314
S204_Q6.csv,15862,48895,0.32440944881889766
S88_Q1.csv,15092,46508,0.32450331125827814
S358_Q9.csv,24640,75922,0.32454361054766734
S28_Q11.csv,18788,57827,0.3249001331557923
S26_Q2.csv,13937,42889,0.3249551166965889
S77_Q1.csv,11011,33880,0.325
S354_Q9.csv,12705,38962,0.32608695652173914
S88_Q22.csv,18249,55902,0.32644628099173556
S295_Q10.csv,19712,60368,0.32653061224489793
S311_Q14.csv,11627,35574,0.3268398268398268
S354_Q11.csv,10010,30569,0.327455919395466
S147_Q4.csv,16478,50281,0.327718223583461
S86_Q6.csv,13706,41811,0.3278084714548803
S25_Q10.csv,22638,68761,0.3292273236282195
S205_Q9.csv,24871,75383,0.3299284984678243
S295_Q47.csv,19250,58212,0.3306878306878307
S244_Q6.csv,12243,36883,0.33194154488517746
S256_Q10.csv,15169,45661,0.33220910623946037
S330_Q15.csv,18557,55825,0.33241379310344826
S162_Q23.csv,21560,64757,0.3329369797859691
S277_Q14.csv,19096,57211,0.33378196500672946
S231_Q47.csv,16170,48433,0.3338632750397456
S277_Q16.csv,16016,47894,0.33440514469453375
S110_Q9.csv,21252,63525,0.33454545454545453
S159_Q13.csv,19943,59598,0.33462532299741604
S200_Q23.csv,19481,58058,0.33554376657824936
S215_Q1.csv,19327,57596,0.3355614973262032
S394_Q1.csv,19943,59367,0.3359273670557717
S215_Q9.csv,19635,58443,0.3359683794466403
S127_Q1.csv,18326,54516,0.3361581920903955
S221_Q13.csv,19558,58135,0.33642384105960266
S77_Q2.csv,9933,29491,0.3368146214099217
S216_Q14.csv,15785,46816,0.3371710526315789
S125_Q10.csv,19712,58443,0.3372859025032938
S110_Q6.csv,23023,68222,0.33747178329571104
S159_Q15.csv,20790,61600,0.3375
S211_Q2.csv,8624,25487,0.338368580060423
S37_Q15.csv,25718,75999,0.3383991894630192
S334_Q20.csv,23793,70224,0.33881578947368424
S413_Q6.csv,18480,54516,0.3389830508474576
S327_Q2.csv,28721,84469,0.34001823154056515
S85_Q4.csv,12474,36652,0.3403361344537815
S345_Q15.csv,18634,54747,0.340365682137834
S333_Q23.csv,23254,68299,0.34047350620067646
S7_Q6.csv,20097,58905,0.3411764705882353
S26_Q15.csv,22484,65835,0.34152046783625734
S295_Q7.csv,21329,62293,0.34239802224969096
S28_Q10.csv,20405,59367,0.3437094682230869
S215_Q22.csv,20251,58905,0.3437908496732026
S100_Q15.csv,33187,96481,0.34397446129289705
S330_Q21.csv,18711,54285,0.3446808510638298
S28_Q15.csv,22099,64064,0.3449519230769231
S166_Q15.csv,21560,62370,0.345679012345679
S354_Q47.csv,12166,35189,0.34573304157549234
S28_Q2.csv,17556,50743,0.34597875569044007
S174_Q16.csv,11011,31801,0.34624697336561744
S277_Q10.csv,19173,55363,0.3463143254520167
S377_Q22.csv,13475,38885,0.3465346534653465
