x,y,duration,min_diam,max_diam,mean_diam,std_diam,cluster,x_centroid,y_centroid
0.45967028061051685,0.43763954551349804,616,42.32501177823609,44.55893323328997,43.48187234592429,0.8432762633435038,0,0.4446858993566382,0.4003932781725051
0.4426305285016205,0.42564382632612335,693,42.27753453727541,43.80286337959136,42.8885304606329,0.6291802114063859,0,0.4446858993566382,0.4003932781725051
0.46609146086542985,0.3467784698000922,693,43.80506101605288,45.15808161285861,44.61192910881198,0.42737277563801346,0,0.4446858993566382,0.4003932781725051
0.4653363962332767,0.4143299163612149,1001,44.668691387363225,45.19386177504514,44.905217163076045,0.14778356826667924,0,0.4446858993566382,0.4003932781725051
0.5094698008420295,0.45417268390189447,770,42.19933144395126,42.86372675154894,42.525619823041296,0.2525579642573384,0,0.4446858993566382,0.4003932781725051
0.4437578026258107,0.38827593599156485,616,38.120432052888056,40.4935492478738,39.534613546955846,0.8097160704467509,0,0.4446858993566382,0.4003932781725051
0.4793376259477724,0.3725388576802057,770,36.23982477916132,38.58086688372308,37.66647167201781,0.732660925483284,0,0.4446858993566382,0.4003932781725051
0.4542875343803596,0.3667769136553609,847,38.39737994886747,39.24191178438667,38.82257079378536,0.32689534767519746,0,0.4446858993566382,0.4003932781725051
0.40493113543119624,0.37408928909327865,693,40.46822176633222,41.04702152194845,40.73726748498829,0.2379685960221647,0,0.4446858993566382,0.4003932781725051
0.46183196027957246,0.3724516583530701,1155,41.060617141123046,43.31158102807231,42.34817202061334,0.7591043876239388,0,0.4446858993566382,0.4003932781725051
0.41747923217076083,0.4489060750231612,770,43.40470684187904,43.895380135577255,43.67548686413187,0.18362218779355974,0,0.4446858993566382,0.4003932781725051
0.4703515232723768,0.4478956552009417,693,38.3532614686929,41.80992339964574,40.303880427392336,1.1974432159429915,0,0.4446858993566382,0.4003932781725051
0.4884749405561204,0.4546571937745488,924,35.53516734684797,37.99012066776221,36.872644380608314,0.8574221324345713,0,0.4446858993566382,0.4003932781725051
0.3724383469880681,0.4694752943397833,770,34.56376993159171,36.6927159467848,35.45598484489359,0.7760910306351014,0,0.4446858993566382,0.4003932781725051
0.4088236913468358,0.4251439677913102,693,38.71173246324959,40.82089409517042,39.77624659814593,0.7833401421211925,0,0.4446858993566382,0.4003932781725051
0.4260030943470547,0.42489051504662234,2002,41.405030437237066,42.61793045745569,41.9799517306878,0.42025668296332014,0,0.4446858993566382,0.4003932781725051
0.42915702522096605,0.4113177483438477,1078,42.15720582031367,43.05176104478945,42.63635358611886,0.2950354276467003,0,0.4446858993566382,0.4003932781725051
0.4851171092902064,0.40365751421541823,847,38.98795069002309,43.20177053582385,41.332049441737475,1.7080642133410633,0,0.4446858993566382,0.4003932781725051
0.39361315138459413,0.36336027115843766,1078,41.635480955048926,43.371737522756064,42.65030603724843,0.5280946912703111,0,0.4446858993566382,0.4003932781725051
0.4372515263827237,0.1831960970095726,847,43.76450068582046,45.04202725640788,44.406412154246404,0.4101398525777826,1,0.49385032208190643,0.2047598277177993
0.5582577583713717,0.3861505499240771,693,44.110758218455146,45.22102480660109,44.49551569786345,0.3785977958240927,0,0.4446858993566382,0.4003932781725051
0.5591300187399049,0.2628668045208648,693,45.19665523089272,46.29358878437624,45.80252457297604,0.4013118532120867,1,0.49385032208190643,0.2047598277177993
0.5329379861973362,0.24468070218615712,847,46.307926203148845,46.797499825632855,46.524845840374745,0.15927881964016882,1,0.49385032208190643,0.2047598277177993
0.5456064536209025,0.23448828453462645,847,46.90547949689884,47.44284564446129,47.221654448931446,0.16639174405006094,1,0.49385032208190643,0.2047598277177993
0.567703426211185,0.22473145288908677,924,46.55612848288619,47.03301549076394,46.74482162838817,0.15077504676544076,1,0.49385032208190643,0.2047598277177993
0.5285969263467654,0.2361847929807593,693,42.83391877245222,43.85494667429466,43.388564793050115,0.3374354610495701,1,0.49385032208190643,0.2047598277177993
0.3723593504982434,0.2940425995780398,616,42.84922117334535,43.97716077757619,43.50281756817854,0.3593324546771543,0,0.4446858993566382,0.4003932781725051
0.373670036681858,0.3264576387226201,693,41.4013516691895,42.57761720787506,41.82674546667721,0.4455809968988714,0,0.4446858993566382,0.4003932781725051
0.4455280850402651,0.24554996076394636,1155,41.53269941248995,43.02923603331722,42.53869086991872,0.4811575170126736,1,0.49385032208190643,0.2047598277177993
0.45577497532220856,0.12741223894231846,616,42.520054147573774,43.10991539520296,42.83654773308676,0.2118215484461983,1,0.49385032208190643,0.2047598277177993
0.43329300374114366,0.19923599459291247,616,43.07575495006443,44.31407997499087,43.711280126043505,0.413325991303182,1,0.49385032208190643,0.2047598277177993
0.4326808192166296,0.08925194875774858,770,40.55016060082627,42.999141884289685,41.91979761893558,0.8654879787444768,1,0.49385032208190643,0.2047598277177993
