x,y,duration,min_diam,max_diam,mean_diam,std_diam,cluster,x_centroid,y_centroid
0.5322341810443891,0.37766666837711427,616,43.752925872802734,46.55531692504883,45.3482403755188,0.8514466961969369,0,0.4652605930362858,0.549871853197166
0.4940077456019342,0.3716184198609521,1386,43.62929534912109,48.51989364624024,45.384142557779946,1.3900703497539435,0,0.4652605930362858,0.549871853197166
0.3045171036990837,0.73484732572865,1386,18.024152755737305,46.22408676147461,38.36960241529677,11.098298653272938,0,0.4652605930362858,0.549871853197166
0.5517166918828177,0.480800254926472,693,30.35540008544922,46.09408950805664,43.87463166978624,5.089676643351606,0,0.4652605930362858,0.549871853197166
0.49465582478190906,0.48648374027221375,1001,21.928003311157227,46.97460174560547,44.71017969571627,6.848585558125905,0,0.4652605930362858,0.549871853197166
0.45526560030556873,0.5070547422543954,770,46.18375015258789,46.63487243652344,46.41900520324707,0.17963521450384048,0,0.4652605930362858,0.549871853197166
0.8293083750492596,2.1295477700320493,616,45.33810806274414,46.773738861083984,46.261569023132324,0.487329631284922,1,0.8383120747809858,2.1231251016056762
0.5151367828569895,0.5955970129862118,616,29.133432388305664,46.94174957275391,44.513158082962036,6.215797004410536,0,0.4652605930362858,0.549871853197166
0.8473157745127119,2.1167024331793027,693,45.8714714050293,46.60049057006836,46.31336212158203,0.26078489112868425,1,0.8383120747809858,2.1231251016056762
0.5290000080606325,0.4804442804500711,1001,23.80526161193848,46.79561233520508,44.24326280447153,6.1716672291238135,0,0.4652605930362858,0.549871853197166
0.3726205683837799,0.7064355810844847,1078,23.586185455322266,46.39183044433594,40.618351800101145,9.454222945102352,0,0.4652605930362858,0.549871853197166
0.562537658480038,0.5072306204433759,616,36.10380172729492,46.74222183227539,44.71147012710571,3.599068820623084,0,0.4652605930362858,0.549871853197166
0.47647331118511754,0.5739916174672487,1155,17.76968765258789,47.48884582519531,41.73216196695964,9.402460533909473,0,0.4652605930362858,0.549871853197166
0.2949616401531696,0.7762919745148019,847,23.348045349121094,46.55093383789063,40.089121558449484,10.163125967229504,0,0.4652605930362858,0.549871853197166
